id,title,description,availability,condition,price,link,image_link,item_group_id
1,Omer Xperience – Premium Digital Ride,"A unique digital experience hosted on ride.omer4k.com. Perfect for branding, personal showcase, or immersive client journeys.",in stock,new,7999 INR,https://ride.omer4k.com/,https://ik.imagekit.io/ncdydgoqx/omer4k.png?updatedAt=1758696032985,1
